Image82.png,-1,-1,-1,-1
Image36.png,474,322,475,373
Image10.png,153,90,-1,-1
Image22.png,-1,-1,-1,-1
Image21.png,-1,-1,-1,-1
Image16.png,-1,-1,-1,-1
Image31.png,-1,-1,-1,-1
Image3.png,-1,-1,-1,-1
Image76.png,-1,-1,-1,-1
Image48.png,-1,-1,-1,-1
Image70.png,-1,-1,-1,-1
Image1.png,-1,-1,-1,-1
Image44.png,-1,-1,-1,-1
Image34.png,-1,-1,-1,-1
Image13.png,-1,-1,-1,-1
Image5.png,-1,-1,-1,-1
Image89.png,-1,-1,-1,-1
Image92.png,-1,-1,-1,-1
Image43.png,-1,-1,-1,-1
Image30.png,-1,-1,-1,-1
Image14.png,-1,-1,-1,-1
Image93.png,-1,-1,-1,-1
Image94.png,-1,-1,-1,-1
Image87.png,-1,-1,-1,-1
Image24.png,-1,-1,-1,-1
Image78.png,-1,-1,-1,-1
Image58.png,-1,-1,-1,-1
