Name,Value
Weight_SteerAngle_To_Target,-5.9138
Weight_Throttle_To_Target,-7.5601
Weight_SonarBeam_SteerAngle_0,2.5846
Weight_SonarBeam_Throttle_0,-5.486
Weight_SonarBeam_SteerAngle_1,5.1847
Weight_SonarBeam_Throttle_1,-8.405
Weight_SonarBeam_SteerAngle_2,8.952
Weight_SonarBeam_Throttle_2,1.3859
Weight_SonarBeam_SteerAngle_3,-5.2345
Weight_SonarBeam_Throttle_3,-7.6234
Weight_SonarBeam_SteerAngle_4,8.1035
Weight_SonarBeam_Throttle_4,9.4056
Weight_SonarBeam_SteerAngle_5,-5.5214
Weight_SonarBeam_Throttle_5,-3.6377
Weight_SonarBeam_SteerAngle_6,-8.5303
Weight_SonarBeam_Throttle_6,-9.6198
Weight_SonarBeam_SteerAngle_7,4.1951
Weight_SonarBeam_Throttle_7,9.3224
Weight_SonarBeam_SteerAngle_8,4.3004
Weight_SonarBeam_Throttle_8,9.2633
Weight_SonarBeam_SteerAngle_9,1.4395
Weight_SonarBeam_Throttle_9,-6.765
Weight_SonarBeam_SteerAngle_10,9.8866
Weight_SonarBeam_Throttle_10,3.0369
Weight_SonarBeam_SteerAngle_11,-9.1243
Weight_SonarBeam_Throttle_11,8.223
Weight_SonarBeam_SteerAngle_12,-1.4495
Weight_SonarBeam_Throttle_12,1.8735
Weight_SonarBeam_SteerAngle_13,-6.8864
Weight_SonarBeam_Throttle_13,-6.8454
Weight_SonarBeam_SteerAngle_14,-9.9874
Weight_SonarBeam_Throttle_14,2.8635
Weight_SonarBeam_SteerAngle_15,4.2854
Weight_SonarBeam_Throttle_15,-0.78317
Weight_SonarBeam_SteerAngle_16,5.2691
Weight_SonarBeam_Throttle_16,-8.5825
Weight_SonarBeam_SteerAngle_17,-3.8058
Weight_SonarBeam_Throttle_17,-2.0014
Weight_SonarBeam_SteerAngle_18,-0.85319
Weight_SonarBeam_Throttle_18,8.2126
Weight_SonarBeam_SteerAngle_19,-7.7747
Weight_SonarBeam_Throttle_19,-0.34635
Weight_SonarBeam_SteerAngle_20,7.9728
Weight_SonarBeam_Throttle_20,-5.723
Weight_SonarBeam_SteerAngle_21,-6.9008
Weight_SonarBeam_Throttle_21,-3.135
Weight_SonarBeam_SteerAngle_22,-2.1059
Weight_SonarBeam_Throttle_22,5.9405
Weight_SonarBeam_SteerAngle_23,2.9434
Weight_SonarBeam_Throttle_23,1.1618
Weight_SonarBeam_SteerAngle_24,0.88405
Weight_SonarBeam_Throttle_24,-6.2788
Weight_SonarBeam_SteerAngle_25,-1.353
Weight_SonarBeam_Throttle_25,-3.9348
Weight_SonarBeam_SteerAngle_26,7.828
Weight_SonarBeam_Throttle_26,0.076211
Weight_SonarBeam_SteerAngle_27,-7.7381
Weight_SonarBeam_Throttle_27,-1.2852
Weight_SonarBeam_SteerAngle_28,8.8908
Weight_SonarBeam_Throttle_28,4.3933
Weight_SonarBeam_SteerAngle_29,-2.8331
Weight_SonarBeam_Throttle_29,1.8367
Weight_SonarBeam_SteerAngle_30,7.2682
Weight_SonarBeam_Throttle_30,9.4736
Weight_SonarBeam_SteerAngle_31,4.0999
Weight_SonarBeam_Throttle_31,6.2125
Weight_SonarBeam_SteerAngle_32,2.1306
Weight_SonarBeam_Throttle_32,-6.1339
Weight_SonarBeam_SteerAngle_33,-4.0895
Weight_SonarBeam_Throttle_33,-0.48733
Weight_SonarBeam_SteerAngle_34,-1.3252
