Name,Value
Weight_SteerAngle_To_Target,-3.4052
Weight_Throttle_To_Target,7.5854
Weight_SonarBeam_SteerAngle_0,3.9136
Weight_SonarBeam_Throttle_0,-3.6784
Weight_SonarBeam_SteerAngle_1,1.0799
Weight_SonarBeam_Throttle_1,6.827
Weight_SonarBeam_SteerAngle_2,9.5251
Weight_SonarBeam_Throttle_2,-2.8341
Weight_SonarBeam_SteerAngle_3,0.17946
Weight_SonarBeam_Throttle_3,-8.0662
Weight_SonarBeam_SteerAngle_4,-1.3893
Weight_SonarBeam_Throttle_4,-9.2386
Weight_SonarBeam_SteerAngle_5,2.9193
Weight_SonarBeam_Throttle_5,-4.2293
Weight_SonarBeam_SteerAngle_6,4.1127
Weight_SonarBeam_Throttle_6,-4.613
Weight_SonarBeam_SteerAngle_7,0.53186
Weight_SonarBeam_Throttle_7,-8.5614
Weight_SonarBeam_SteerAngle_8,-7.8603
Weight_SonarBeam_Throttle_8,1.5582
Weight_SonarBeam_SteerAngle_9,5.0509
Weight_SonarBeam_Throttle_9,4.1859
Weight_SonarBeam_SteerAngle_10,5.4011
Weight_SonarBeam_Throttle_10,-3.0341
Weight_SonarBeam_SteerAngle_11,3.1673
Weight_SonarBeam_Throttle_11,1.6063
Weight_SonarBeam_SteerAngle_12,7.1641
Weight_SonarBeam_Throttle_12,-2.0276
Weight_SonarBeam_SteerAngle_13,-6.5325
Weight_SonarBeam_Throttle_13,-7.0567
Weight_SonarBeam_SteerAngle_14,2.9683
Weight_SonarBeam_Throttle_14,5.9411
Weight_SonarBeam_SteerAngle_15,5.8076
Weight_SonarBeam_Throttle_15,-1.1578
Weight_SonarBeam_SteerAngle_16,0.68211
Weight_SonarBeam_Throttle_16,-9.8363
Weight_SonarBeam_SteerAngle_17,-7.5479
Weight_SonarBeam_Throttle_17,-3.9923
Weight_SonarBeam_SteerAngle_18,2.1022
Weight_SonarBeam_Throttle_18,4.2935
Weight_SonarBeam_SteerAngle_19,-4.3721
Weight_SonarBeam_Throttle_19,-1.4119
Weight_SonarBeam_SteerAngle_20,-2.9237
Weight_SonarBeam_Throttle_20,-0.35905
Weight_SonarBeam_SteerAngle_21,-8.3827
Weight_SonarBeam_Throttle_21,-3.3122
Weight_SonarBeam_SteerAngle_22,-7.8444
Weight_SonarBeam_Throttle_22,-5.1282
Weight_SonarBeam_SteerAngle_23,2.2079
Weight_SonarBeam_Throttle_23,8.1452
Weight_SonarBeam_SteerAngle_24,5.5672
Weight_SonarBeam_Throttle_24,1.3384
Weight_SonarBeam_SteerAngle_25,-1.4916
Weight_SonarBeam_Throttle_25,6.33
Weight_SonarBeam_SteerAngle_26,-4.217
Weight_SonarBeam_Throttle_26,-6.0378
Weight_SonarBeam_SteerAngle_27,-1.5141
Weight_SonarBeam_Throttle_27,-8.682
Weight_SonarBeam_SteerAngle_28,-6.3021
Weight_SonarBeam_Throttle_28,-5.7693
Weight_SonarBeam_SteerAngle_29,-4.3264
Weight_SonarBeam_Throttle_29,7.0477
Weight_SonarBeam_SteerAngle_30,5.8255
Weight_SonarBeam_Throttle_30,0.81375
Weight_SonarBeam_SteerAngle_31,-6.5366
Weight_SonarBeam_Throttle_31,-9.5729
Weight_SonarBeam_SteerAngle_32,-0.016231
Weight_SonarBeam_Throttle_32,8.5631
Weight_SonarBeam_SteerAngle_33,3.2925
Weight_SonarBeam_Throttle_33,2.5752
Weight_SonarBeam_SteerAngle_34,0.45264
Weight_SonarBeam_Throttle_34,-8.4668
Weight_SonarBeam_SteerAngle_35,-6.5041
Weight_SonarBeam_Throttle_35,4.9581
Weight_SonarBeam_SteerAngle_36,0.90129
Weight_SonarBeam_Throttle_36,7.5691
Weight_SonarBeam_SteerAngle_37,3.9301
Weight_SonarBeam_Throttle_37,8.6835
Weight_SonarBeam_SteerAngle_38,1.9157
Weight_SonarBeam_Throttle_38,-4.6268
Weight_SonarBeam_SteerAngle_39,3.4533
Weight_SonarBeam_Throttle_39,-3.4301
Weight_SonarBeam_SteerAngle_40,9.4163
Weight_SonarBeam_Throttle_40,-6.904
Weight_SonarBeam_SteerAngle_41,4.0787
Weight_SonarBeam_Throttle_41,0.99557
