Name,Value
Weight_SteerAngle_To_Target,6.6977
Weight_Throttle_To_Target,3.3707
Weight_SonarBeam_SteerAngle_0,3.4756
Weight_SonarBeam_Throttle_0,5.6068
Weight_SonarBeam_SteerAngle_1,8.3933
Weight_SonarBeam_Throttle_1,-6.4911
Weight_SonarBeam_SteerAngle_2,-9.6964
Weight_SonarBeam_Throttle_2,7.5186
Weight_SonarBeam_SteerAngle_3,0.43941
Weight_SonarBeam_Throttle_3,6.4872
Weight_SonarBeam_SteerAngle_4,-9.4465
Weight_SonarBeam_Throttle_4,-5.9599
Weight_SonarBeam_SteerAngle_5,0.92799
Weight_SonarBeam_Throttle_5,4.2085
Weight_SonarBeam_SteerAngle_6,-9.9612
Weight_SonarBeam_Throttle_6,6.0025
Weight_SonarBeam_SteerAngle_7,-1.6348
Weight_SonarBeam_Throttle_7,-9.0699
Weight_SonarBeam_SteerAngle_8,-9.6001
Weight_SonarBeam_Throttle_8,-4.1465
Weight_SonarBeam_SteerAngle_9,8.3985
Weight_SonarBeam_Throttle_9,4.1192
Weight_SonarBeam_SteerAngle_10,2.4848
Weight_SonarBeam_Throttle_10,-0.65446
Weight_SonarBeam_SteerAngle_11,-3.2654
Weight_SonarBeam_Throttle_11,-9.9328
Weight_SonarBeam_SteerAngle_12,-5.5558
Weight_SonarBeam_Throttle_12,-0.0465
Weight_SonarBeam_SteerAngle_13,1.4862
Weight_SonarBeam_Throttle_13,-2.3547
Weight_SonarBeam_SteerAngle_14,6.6384
Weight_SonarBeam_Throttle_14,0.87215
Weight_SonarBeam_SteerAngle_15,-5.8523
Weight_SonarBeam_Throttle_15,-5.3276
Weight_SonarBeam_SteerAngle_16,-5.0638
Weight_SonarBeam_Throttle_16,2.394
Weight_SonarBeam_SteerAngle_17,-4.0439
Weight_SonarBeam_Throttle_17,1.5684
Weight_SonarBeam_SteerAngle_18,-6.5046
Weight_SonarBeam_Throttle_18,4.197
Weight_SonarBeam_SteerAngle_19,3.1016
Weight_SonarBeam_Throttle_19,-6.147
Weight_SonarBeam_SteerAngle_20,-1.9517
Weight_SonarBeam_Throttle_20,-7.1667
Weight_SonarBeam_SteerAngle_21,2.1443
Weight_SonarBeam_Throttle_21,4.7209
Weight_SonarBeam_SteerAngle_22,-9.399
Weight_SonarBeam_Throttle_22,5.7158
Weight_SonarBeam_SteerAngle_23,-7.0348
Weight_SonarBeam_Throttle_23,-1.779
Weight_SonarBeam_SteerAngle_24,4.6121
Weight_SonarBeam_Throttle_24,1.5231
Weight_SonarBeam_SteerAngle_25,7.1545
Weight_SonarBeam_Throttle_25,1.7725
Weight_SonarBeam_SteerAngle_26,9.7719
Weight_SonarBeam_Throttle_26,1.673
Weight_SonarBeam_SteerAngle_27,2.2875
