Name,Value
Weight_SteerAngle_To_Target,5.6586
Weight_Throttle_To_Target,-1.1932
Weight_SonarBeam_SteerAngle_0,2.8421
Weight_SonarBeam_Throttle_0,-4.4929
Weight_SonarBeam_SteerAngle_1,-7.5126
Weight_SonarBeam_Throttle_1,-4.6783
Weight_SonarBeam_SteerAngle_2,8.3981
Weight_SonarBeam_Throttle_2,-8.8973
Weight_SonarBeam_SteerAngle_3,-1.9175
Weight_SonarBeam_Throttle_3,-6.3838
Weight_SonarBeam_SteerAngle_4,-0.13696
Weight_SonarBeam_Throttle_4,-6.2046
Weight_SonarBeam_SteerAngle_5,-9.8285
Weight_SonarBeam_Throttle_5,-5.4321
Weight_SonarBeam_SteerAngle_6,8.3283
Weight_SonarBeam_Throttle_6,8.2085
Weight_SonarBeam_SteerAngle_7,-4.2996
Weight_SonarBeam_Throttle_7,4.4166
Weight_SonarBeam_SteerAngle_8,0.39959
Weight_SonarBeam_Throttle_8,-3.0518
Weight_SonarBeam_SteerAngle_9,-6.5241
Weight_SonarBeam_Throttle_9,2.7733
Weight_SonarBeam_SteerAngle_10,9.6448
Weight_SonarBeam_Throttle_10,-5.6852
Weight_SonarBeam_SteerAngle_11,4.1108
Weight_SonarBeam_Throttle_11,-1.357
Weight_SonarBeam_SteerAngle_12,-1.0414
Weight_SonarBeam_Throttle_12,-5.4061
Weight_SonarBeam_SteerAngle_13,-4.9634
Weight_SonarBeam_Throttle_13,0.68135
Weight_SonarBeam_SteerAngle_14,-0.011729
Weight_SonarBeam_Throttle_14,0.081042
Weight_SonarBeam_SteerAngle_15,5.0041
Weight_SonarBeam_Throttle_15,-5.9554
Weight_SonarBeam_SteerAngle_16,-4.0923
Weight_SonarBeam_Throttle_16,5.6238
Weight_SonarBeam_SteerAngle_17,3.7889
Weight_SonarBeam_Throttle_17,-6.8622
Weight_SonarBeam_SteerAngle_18,8.2096
Weight_SonarBeam_Throttle_18,-9.816
Weight_SonarBeam_SteerAngle_19,-9.0163
Weight_SonarBeam_Throttle_19,1.3356
Weight_SonarBeam_SteerAngle_20,-2.9717
Weight_SonarBeam_Throttle_20,6.108
Weight_SonarBeam_SteerAngle_21,-4.1081
Weight_SonarBeam_Throttle_21,5.9427
Weight_SonarBeam_SteerAngle_22,-5.6137
Weight_SonarBeam_Throttle_22,6.3992
Weight_SonarBeam_SteerAngle_23,-8.8067
Weight_SonarBeam_Throttle_23,-0.72649
Weight_SonarBeam_SteerAngle_24,-9.7213
Weight_SonarBeam_Throttle_24,-7.3192
Weight_SonarBeam_SteerAngle_25,1.4998
Weight_SonarBeam_Throttle_25,6.7796
Weight_SonarBeam_SteerAngle_26,-0.54336
Weight_SonarBeam_Throttle_26,-6.939
Weight_SonarBeam_SteerAngle_27,2.3183
Weight_SonarBeam_Throttle_27,-5.9637
Weight_SonarBeam_SteerAngle_28,-8.463
Weight_SonarBeam_Throttle_28,-0.58672
Weight_SonarBeam_SteerAngle_29,1.8906
Weight_SonarBeam_Throttle_29,9.8335
Weight_SonarBeam_SteerAngle_30,-8.0142
Weight_SonarBeam_Throttle_30,1.6993
Weight_SonarBeam_SteerAngle_31,-2.1455
Weight_SonarBeam_Throttle_31,-9.653
Weight_SonarBeam_SteerAngle_32,-1.0265
Weight_SonarBeam_Throttle_32,-3.6517
Weight_SonarBeam_SteerAngle_33,3.6568
Weight_SonarBeam_Throttle_33,6.9736
Weight_SonarBeam_SteerAngle_34,-0.65703
Weight_SonarBeam_Throttle_34,-2.6272
Weight_SonarBeam_SteerAngle_35,-7.974
Weight_SonarBeam_Throttle_35,5.4317
Weight_SonarBeam_SteerAngle_36,-2.0222
Weight_SonarBeam_Throttle_36,1.5245
Weight_SonarBeam_SteerAngle_37,-5.9674
Weight_SonarBeam_Throttle_37,-3.6869
Weight_SonarBeam_SteerAngle_38,-0.10765
Weight_SonarBeam_Throttle_38,-9.0786
Weight_SonarBeam_SteerAngle_39,1.8459
Weight_SonarBeam_Throttle_39,4.4154
Weight_SonarBeam_SteerAngle_40,4.1238
Weight_SonarBeam_Throttle_40,6.6672
Weight_SonarBeam_SteerAngle_41,9.7386
Weight_SonarBeam_Throttle_41,8.3016
Weight_SonarBeam_SteerAngle_42,1.7827
Weight_SonarBeam_Throttle_42,3.5063
Weight_SonarBeam_SteerAngle_43,1.8683
Weight_SonarBeam_Throttle_43,-5.727
Weight_SonarBeam_SteerAngle_44,0.0046819
Weight_SonarBeam_Throttle_44,-8.3223
Weight_SonarBeam_SteerAngle_45,-6.3282
Weight_SonarBeam_Throttle_45,-5.5507
Weight_SonarBeam_SteerAngle_46,-3.2213
Weight_SonarBeam_Throttle_46,-4.8914
Weight_SonarBeam_SteerAngle_47,-9.1196
Weight_SonarBeam_Throttle_47,-0.82776
Weight_SonarBeam_SteerAngle_48,-1.6305
Weight_SonarBeam_Throttle_48,-8.1691
Weight_SonarBeam_SteerAngle_49,5.6549
Weight_SonarBeam_Throttle_49,-7.8499
Weight_SonarBeam_SteerAngle_50,0.038612
Weight_SonarBeam_Throttle_50,-8.7334
Weight_SonarBeam_SteerAngle_51,8.4589
Weight_SonarBeam_Throttle_51,6.2876
Weight_SonarBeam_SteerAngle_52,2.5867
Weight_SonarBeam_Throttle_52,2.1619
Weight_SonarBeam_SteerAngle_53,1.0401
Weight_SonarBeam_Throttle_53,-2.7858
Weight_SonarBeam_SteerAngle_54,-0.27965
Weight_SonarBeam_Throttle_54,-5.3737
Weight_SonarBeam_SteerAngle_55,2.6287
Weight_SonarBeam_Throttle_55,-9.2485
Weight_SonarBeam_SteerAngle_56,9.9917
Weight_SonarBeam_Throttle_56,-4.7218
Weight_SonarBeam_SteerAngle_57,-6.8344
Weight_SonarBeam_Throttle_57,9.846
Weight_SonarBeam_SteerAngle_58,0.01696
Weight_SonarBeam_Throttle_58,7.9189
Weight_SonarBeam_SteerAngle_59,1.1798
Weight_SonarBeam_Throttle_59,1.0188
Weight_SonarBeam_SteerAngle_60,-0.60305
Weight_SonarBeam_Throttle_60,-9.8375
Weight_SonarBeam_SteerAngle_61,7.593
Weight_SonarBeam_Throttle_61,6.6136
Weight_SonarBeam_SteerAngle_62,-5.9614
Weight_SonarBeam_Throttle_62,-4.1531
Weight_SonarBeam_SteerAngle_63,6.1089
Weight_SonarBeam_Throttle_63,2.9401
Weight_SonarBeam_SteerAngle_64,-1.4096
Weight_SonarBeam_Throttle_64,-8.0393
Weight_SonarBeam_SteerAngle_65,-9.6548
Weight_SonarBeam_Throttle_65,1.3518
Weight_SonarBeam_SteerAngle_66,3.3121
Weight_SonarBeam_Throttle_66,-5.0813
Weight_SonarBeam_SteerAngle_67,-5.8783
Weight_SonarBeam_Throttle_67,-3.6317
Weight_SonarBeam_SteerAngle_68,-2.2469
Weight_SonarBeam_Throttle_68,-1.5989
Weight_SonarBeam_SteerAngle_69,8.2548
Weight_SonarBeam_Throttle_69,-2.8952
Weight_SonarBeam_SteerAngle_70,9.1995
Weight_SonarBeam_Throttle_70,-3.0978
Weight_SonarBeam_SteerAngle_71,-7.291
Weight_SonarBeam_Throttle_71,-4.8744
Weight_SonarBeam_SteerAngle_72,-1.1732
Weight_SonarBeam_Throttle_72,0.37981
Weight_SonarBeam_SteerAngle_73,-8.4024
Weight_SonarBeam_Throttle_73,-8.0063
Weight_SonarBeam_SteerAngle_74,-3.3938
Weight_SonarBeam_Throttle_74,9.4166
Weight_SonarBeam_SteerAngle_75,-0.54903
Weight_SonarBeam_Throttle_75,-8.5491
Weight_SonarBeam_SteerAngle_76,-2.0422
Weight_SonarBeam_Throttle_76,2.7134
Weight_SonarBeam_SteerAngle_77,-4.2676
Weight_SonarBeam_Throttle_77,-2.311
Weight_SonarBeam_SteerAngle_78,1.2675
Weight_SonarBeam_Throttle_78,-5.8048
Weight_SonarBeam_SteerAngle_79,-4.8347
Weight_SonarBeam_Throttle_79,8.1962
Weight_SonarBeam_SteerAngle_80,5.1719
Weight_SonarBeam_Throttle_80,-7.3979
Weight_SonarBeam_SteerAngle_81,-7.9994
Weight_SonarBeam_Throttle_81,0.48875
Weight_SonarBeam_SteerAngle_82,9.1791
Weight_SonarBeam_Throttle_82,-7.2121
Weight_SonarBeam_SteerAngle_83,7.573
Weight_SonarBeam_Throttle_83,-9.6095
Weight_SonarBeam_SteerAngle_84,-0.37569
Weight_SonarBeam_Throttle_84,6.9308
