Name,Value
Weight_SteerAngle_To_Target,6.5502
Weight_Throttle_To_Target,3.1958
Weight_SonarBeam_SteerAngle_0,6.8953
Weight_SonarBeam_Throttle_0,7.8736
Weight_SonarBeam_SteerAngle_1,6.6935
Weight_SonarBeam_Throttle_1,-1.7691
Weight_SonarBeam_SteerAngle_2,2.6973
Weight_SonarBeam_Throttle_2,-2.7229
Weight_SonarBeam_SteerAngle_3,6.3802
Weight_SonarBeam_Throttle_3,6.1742
Weight_SonarBeam_SteerAngle_4,-8.396
Weight_SonarBeam_Throttle_4,-2.6784
Weight_SonarBeam_SteerAngle_5,4.1301
Weight_SonarBeam_Throttle_5,9.32
Weight_SonarBeam_SteerAngle_6,0.21446
Weight_SonarBeam_Throttle_6,-7.413
Weight_SonarBeam_SteerAngle_7,-4.995
Weight_SonarBeam_Throttle_7,-6.0649
Weight_SonarBeam_SteerAngle_8,-5.2116
Weight_SonarBeam_Throttle_8,7.1484
Weight_SonarBeam_SteerAngle_9,-7.2978
Weight_SonarBeam_Throttle_9,0.049955
Weight_SonarBeam_SteerAngle_10,-4.919
Weight_SonarBeam_Throttle_10,-4.5606
Weight_SonarBeam_SteerAngle_11,7.7653
Weight_SonarBeam_Throttle_11,8.3296
Weight_SonarBeam_SteerAngle_12,-2.3679
Weight_SonarBeam_Throttle_12,-0.19735
Weight_SonarBeam_SteerAngle_13,-1.1654
Weight_SonarBeam_Throttle_13,7.3043
Weight_SonarBeam_SteerAngle_14,-9.307
Weight_SonarBeam_Throttle_14,-9.1043
Weight_SonarBeam_SteerAngle_15,3.338
Weight_SonarBeam_Throttle_15,3.6383
Weight_SonarBeam_SteerAngle_16,1.8142
Weight_SonarBeam_Throttle_16,-8.602
Weight_SonarBeam_SteerAngle_17,-2.3503
Weight_SonarBeam_Throttle_17,2.4504
Weight_SonarBeam_SteerAngle_18,4.4477
Weight_SonarBeam_Throttle_18,2.8783
Weight_SonarBeam_SteerAngle_19,3.2854
Weight_SonarBeam_Throttle_19,1.916
Weight_SonarBeam_SteerAngle_20,-7.3847
Weight_SonarBeam_Throttle_20,-1.0166
Weight_SonarBeam_SteerAngle_21,3.6488
Weight_SonarBeam_Throttle_21,4.5979
Weight_SonarBeam_SteerAngle_22,-0.29296
Weight_SonarBeam_Throttle_22,-9.1509
Weight_SonarBeam_SteerAngle_23,-1.3795
Weight_SonarBeam_Throttle_23,-0.028422
Weight_SonarBeam_SteerAngle_24,-8.8523
Weight_SonarBeam_Throttle_24,-1.8748
Weight_SonarBeam_SteerAngle_25,1.0105
Weight_SonarBeam_Throttle_25,-7.6463
Weight_SonarBeam_SteerAngle_26,7.2908
Weight_SonarBeam_Throttle_26,7.0735
Weight_SonarBeam_SteerAngle_27,3.9493
Weight_SonarBeam_Throttle_27,1.5111
Weight_SonarBeam_SteerAngle_28,7.8864
Weight_SonarBeam_Throttle_28,-8.6508
Weight_SonarBeam_SteerAngle_29,-5.9387
Weight_SonarBeam_Throttle_29,-7.7043
Weight_SonarBeam_SteerAngle_30,-2.1241
Weight_SonarBeam_Throttle_30,3.7724
Weight_SonarBeam_SteerAngle_31,-5.8498
Weight_SonarBeam_Throttle_31,-4.3216
Weight_SonarBeam_SteerAngle_32,3.0365
Weight_SonarBeam_Throttle_32,2.5347
Weight_SonarBeam_SteerAngle_33,-6.8276
Weight_SonarBeam_Throttle_33,7.7971
Weight_SonarBeam_SteerAngle_34,1.9315
Weight_SonarBeam_Throttle_34,5.3137
Weight_SonarBeam_SteerAngle_35,4.9229
Weight_SonarBeam_Throttle_35,-9.3495
Weight_SonarBeam_SteerAngle_36,-1.0622
Weight_SonarBeam_Throttle_36,-5.8986
Weight_SonarBeam_SteerAngle_37,8.6799
Weight_SonarBeam_Throttle_37,0.93907
Weight_SonarBeam_SteerAngle_38,-2.586
Weight_SonarBeam_Throttle_38,-3.3427
Weight_SonarBeam_SteerAngle_39,-2.5981
Weight_SonarBeam_Throttle_39,-7.2269
Weight_SonarBeam_SteerAngle_40,-2.4093
Weight_SonarBeam_Throttle_40,5.4878
