Name,Value
Weight_SteerAngle_To_Target,-6.9216
Weight_Throttle_To_Target,3.0814
Weight_SonarBeam_SteerAngle_0,-0.35547
Weight_SonarBeam_Throttle_0,7.3889
Weight_SonarBeam_SteerAngle_1,-9.1151
Weight_SonarBeam_Throttle_1,-1.6668
Weight_SonarBeam_SteerAngle_2,-5.6362
Weight_SonarBeam_Throttle_2,9.3537
Weight_SonarBeam_SteerAngle_3,-9.7429
Weight_SonarBeam_Throttle_3,-6.882
Weight_SonarBeam_SteerAngle_4,-9.2519
Weight_SonarBeam_Throttle_4,5.4601
Weight_SonarBeam_SteerAngle_5,-2.553
Weight_SonarBeam_Throttle_5,-0.018358
Weight_SonarBeam_SteerAngle_6,9.8043
Weight_SonarBeam_Throttle_6,-6.0912
Weight_SonarBeam_SteerAngle_7,2.4784
Weight_SonarBeam_Throttle_7,8.745
Weight_SonarBeam_SteerAngle_8,3.1222
Weight_SonarBeam_Throttle_8,3.0267
Weight_SonarBeam_SteerAngle_9,1.0427
Weight_SonarBeam_Throttle_9,8.3036
Weight_SonarBeam_SteerAngle_10,8.2447
Weight_SonarBeam_Throttle_10,9.2338
Weight_SonarBeam_SteerAngle_11,0.4751
Weight_SonarBeam_Throttle_11,9.22
Weight_SonarBeam_SteerAngle_12,1.8495
Weight_SonarBeam_Throttle_12,-6.8179
Weight_SonarBeam_SteerAngle_13,-5.4898
Weight_SonarBeam_Throttle_13,-4.6262
Weight_SonarBeam_SteerAngle_14,-0.44163
Weight_SonarBeam_Throttle_14,-5.2006
Weight_SonarBeam_SteerAngle_15,-6.2478
Weight_SonarBeam_Throttle_15,5.9402
Weight_SonarBeam_SteerAngle_16,-7.1658
Weight_SonarBeam_Throttle_16,-4.0224
Weight_SonarBeam_SteerAngle_17,-5.6129
Weight_SonarBeam_Throttle_17,2.6992
Weight_SonarBeam_SteerAngle_18,-7.5745
Weight_SonarBeam_Throttle_18,-3.1117
Weight_SonarBeam_SteerAngle_19,3.5745
Weight_SonarBeam_Throttle_19,-8.5073
Weight_SonarBeam_SteerAngle_20,1.2599
Weight_SonarBeam_Throttle_20,5.5117
Weight_SonarBeam_SteerAngle_21,0.59418
Weight_SonarBeam_Throttle_21,3.0408
Weight_SonarBeam_SteerAngle_22,-6.6924
Weight_SonarBeam_Throttle_22,-1.5639
Weight_SonarBeam_SteerAngle_23,3.6994
Weight_SonarBeam_Throttle_23,9.6291
Weight_SonarBeam_SteerAngle_24,1.218
Weight_SonarBeam_Throttle_24,8.5062
Weight_SonarBeam_SteerAngle_25,-6.2626
Weight_SonarBeam_Throttle_25,3.6839
Weight_SonarBeam_SteerAngle_26,4.3597
Weight_SonarBeam_Throttle_26,-7.4307
Weight_SonarBeam_SteerAngle_27,9.2878
Weight_SonarBeam_Throttle_27,0.71954
Weight_SonarBeam_SteerAngle_28,5.8127
Weight_SonarBeam_Throttle_28,1.0585
Weight_SonarBeam_SteerAngle_29,-4.378
Weight_SonarBeam_Throttle_29,-5.3314
Weight_SonarBeam_SteerAngle_30,-4.4627
Weight_SonarBeam_Throttle_30,4.3034
Weight_SonarBeam_SteerAngle_31,-7.0204
Weight_SonarBeam_Throttle_31,-1.5076
Weight_SonarBeam_SteerAngle_32,9.4003
Weight_SonarBeam_Throttle_32,3.7377
Weight_SonarBeam_SteerAngle_33,4.5877
Weight_SonarBeam_Throttle_33,-8.5935
Weight_SonarBeam_SteerAngle_34,-9.3276
Weight_SonarBeam_Throttle_34,2.4529
Weight_SonarBeam_SteerAngle_35,-5.5813
Weight_SonarBeam_Throttle_35,4.208
Weight_SonarBeam_SteerAngle_36,1.5435
Weight_SonarBeam_Throttle_36,-5.702
Weight_SonarBeam_SteerAngle_37,-5.2021
Weight_SonarBeam_Throttle_37,-4.244
Weight_SonarBeam_SteerAngle_38,0.21235
Weight_SonarBeam_Throttle_38,0.060264
Weight_SonarBeam_SteerAngle_39,-8.4929
Weight_SonarBeam_Throttle_39,-6.8246
Weight_SonarBeam_SteerAngle_40,-0.77376
Weight_SonarBeam_Throttle_40,1.0028
Weight_SonarBeam_SteerAngle_41,9.4555
Weight_SonarBeam_Throttle_41,-9.2958
Weight_SonarBeam_SteerAngle_42,-9.6445
Weight_SonarBeam_Throttle_42,-5.9325
Weight_SonarBeam_SteerAngle_43,1.2691
Weight_SonarBeam_Throttle_43,4.7946
Weight_SonarBeam_SteerAngle_44,-5.2499
Weight_SonarBeam_Throttle_44,8.4068
Weight_SonarBeam_SteerAngle_45,1.7674
Weight_SonarBeam_Throttle_45,5.4186
Weight_SonarBeam_SteerAngle_46,0.42616
Weight_SonarBeam_Throttle_46,5.984
Weight_SonarBeam_SteerAngle_47,-0.40292
Weight_SonarBeam_Throttle_47,9.7425
Weight_SonarBeam_SteerAngle_48,0.17635
Weight_SonarBeam_Throttle_48,6.241
Weight_SonarBeam_SteerAngle_49,3.8778
Weight_SonarBeam_Throttle_49,-6.7907
Weight_SonarBeam_SteerAngle_50,7.6383
Weight_SonarBeam_Throttle_50,-5.6561
Weight_SonarBeam_SteerAngle_51,-3.6979
Weight_SonarBeam_Throttle_51,-7.0031
Weight_SonarBeam_SteerAngle_52,7.784
Weight_SonarBeam_Throttle_52,5.6172
Weight_SonarBeam_SteerAngle_53,3.9281
Weight_SonarBeam_Throttle_53,5.2408
Weight_SonarBeam_SteerAngle_54,-9.0048
Weight_SonarBeam_Throttle_54,-4.5057
Weight_SonarBeam_SteerAngle_55,-1.5871
Weight_SonarBeam_Throttle_55,0.083063
Weight_SonarBeam_SteerAngle_56,-4.8317
Weight_SonarBeam_Throttle_56,9.2804
Weight_SonarBeam_SteerAngle_57,-8.4278
Weight_SonarBeam_Throttle_57,9.0557
Weight_SonarBeam_SteerAngle_58,2.4245
Weight_SonarBeam_Throttle_58,-8.3998
Weight_SonarBeam_SteerAngle_59,-7.2993
Weight_SonarBeam_Throttle_59,9.9097
Weight_SonarBeam_SteerAngle_60,8.477
Weight_SonarBeam_Throttle_60,-7.3956
Weight_SonarBeam_SteerAngle_61,1.1744
Weight_SonarBeam_Throttle_61,-1.537
Weight_SonarBeam_SteerAngle_62,-2.6837
Weight_SonarBeam_Throttle_62,-0.016459
Weight_SonarBeam_SteerAngle_63,-6.1361
Weight_SonarBeam_Throttle_63,-3.4886
Weight_SonarBeam_SteerAngle_64,0.24391
Weight_SonarBeam_Throttle_64,-1.7268
Weight_SonarBeam_SteerAngle_65,9.4242
Weight_SonarBeam_Throttle_65,-6.4789
Weight_SonarBeam_SteerAngle_66,-8.4092
Weight_SonarBeam_Throttle_66,-5.8545
Weight_SonarBeam_SteerAngle_67,0.040214
Weight_SonarBeam_Throttle_67,-4.7006
Weight_SonarBeam_SteerAngle_68,0.89114
Weight_SonarBeam_Throttle_68,-8.9206
Weight_SonarBeam_SteerAngle_69,-4.7319
