Name,Value
Weight_SteerAngle_To_Target,0.49402
Weight_Throttle_To_Target,-5.9578
Weight_SonarBeam_SteerAngle_0,7.9583
Weight_SonarBeam_Throttle_0,-2.7557
Weight_SonarBeam_SteerAngle_1,-9.6097
Weight_SonarBeam_Throttle_1,-2.7238
Weight_SonarBeam_SteerAngle_2,-2.1275
Weight_SonarBeam_Throttle_2,3.275
Weight_SonarBeam_SteerAngle_3,1.2625
Weight_SonarBeam_Throttle_3,-1.4159
Weight_SonarBeam_SteerAngle_4,1.0699
Weight_SonarBeam_Throttle_4,-6.4435
Weight_SonarBeam_SteerAngle_5,0.096982
Weight_SonarBeam_Throttle_5,-0.05258
Weight_SonarBeam_SteerAngle_6,9.4761
Weight_SonarBeam_Throttle_6,-7.3383
Weight_SonarBeam_SteerAngle_7,-8.8615
Weight_SonarBeam_Throttle_7,8.2612
Weight_SonarBeam_SteerAngle_8,-0.87334
Weight_SonarBeam_Throttle_8,6.0821
Weight_SonarBeam_SteerAngle_9,3.4212
Weight_SonarBeam_Throttle_9,-3.7553
Weight_SonarBeam_SteerAngle_10,4.1251
Weight_SonarBeam_Throttle_10,1.0338
Weight_SonarBeam_SteerAngle_11,3.2145
Weight_SonarBeam_Throttle_11,7.016
Weight_SonarBeam_SteerAngle_12,-3.2774
Weight_SonarBeam_Throttle_12,3.5571
Weight_SonarBeam_SteerAngle_13,-8.8889
Weight_SonarBeam_Throttle_13,7.062
Weight_SonarBeam_SteerAngle_14,6.9836
Weight_SonarBeam_Throttle_14,1.9987
Weight_SonarBeam_SteerAngle_15,-1.5942
Weight_SonarBeam_Throttle_15,-3.7566
Weight_SonarBeam_SteerAngle_16,8.5136
Weight_SonarBeam_Throttle_16,-1.8998
Weight_SonarBeam_SteerAngle_17,5.6636
Weight_SonarBeam_Throttle_17,3.4884
Weight_SonarBeam_SteerAngle_18,-5.0461
Weight_SonarBeam_Throttle_18,7.6465
Weight_SonarBeam_SteerAngle_19,3.8048
Weight_SonarBeam_Throttle_19,7.7384
Weight_SonarBeam_SteerAngle_20,1.6505
Weight_SonarBeam_Throttle_20,7.2222
Weight_SonarBeam_SteerAngle_21,-5.6135
Weight_SonarBeam_Throttle_21,-6.5308
Weight_SonarBeam_SteerAngle_22,8.8925
Weight_SonarBeam_Throttle_22,8.9082
Weight_SonarBeam_SteerAngle_23,-8.9455
Weight_SonarBeam_Throttle_23,-9.0812
Weight_SonarBeam_SteerAngle_24,3.5623
Weight_SonarBeam_Throttle_24,-4.9353
Weight_SonarBeam_SteerAngle_25,-8.354
Weight_SonarBeam_Throttle_25,1.2349
Weight_SonarBeam_SteerAngle_26,4.8857
Weight_SonarBeam_Throttle_26,-4.3811
Weight_SonarBeam_SteerAngle_27,6.11
Weight_SonarBeam_Throttle_27,1.8742
Weight_SonarBeam_SteerAngle_28,5.2912
Weight_SonarBeam_Throttle_28,4.1318
Weight_SonarBeam_SteerAngle_29,-0.26073
Weight_SonarBeam_Throttle_29,3.3393
Weight_SonarBeam_SteerAngle_30,-9.3485
Weight_SonarBeam_Throttle_30,-5.5082
Weight_SonarBeam_SteerAngle_31,-5.7605
Weight_SonarBeam_Throttle_31,0.093667
Weight_SonarBeam_SteerAngle_32,-3.4554
Weight_SonarBeam_Throttle_32,8.5867
Weight_SonarBeam_SteerAngle_33,-6.4647
Weight_SonarBeam_Throttle_33,4.6467
Weight_SonarBeam_SteerAngle_34,7.3172
Weight_SonarBeam_Throttle_34,-3.1476
Weight_SonarBeam_SteerAngle_35,-0.44803
Weight_SonarBeam_Throttle_35,-6.2626
Weight_SonarBeam_SteerAngle_36,-0.88957
Weight_SonarBeam_Throttle_36,-7.6826
Weight_SonarBeam_SteerAngle_37,2.9062
Weight_SonarBeam_Throttle_37,5.9542
Weight_SonarBeam_SteerAngle_38,-6.9148
Weight_SonarBeam_Throttle_38,-6.0154
Weight_SonarBeam_SteerAngle_39,5.3132
Weight_SonarBeam_Throttle_39,8.3408
Weight_SonarBeam_SteerAngle_40,8.3275
Weight_SonarBeam_Throttle_40,3.3946
Weight_SonarBeam_SteerAngle_41,-1.4096
Weight_SonarBeam_Throttle_41,9.8411
Weight_SonarBeam_SteerAngle_42,8.8696
Weight_SonarBeam_Throttle_42,-6.1048
Weight_SonarBeam_SteerAngle_43,-5.4539
Weight_SonarBeam_Throttle_43,7.5023
Weight_SonarBeam_SteerAngle_44,-9.9262
Weight_SonarBeam_Throttle_44,6.7909
Weight_SonarBeam_SteerAngle_45,-2.6049
Weight_SonarBeam_Throttle_45,-7.0304
Weight_SonarBeam_SteerAngle_46,1.1644
Weight_SonarBeam_Throttle_46,-4.5258
Weight_SonarBeam_SteerAngle_47,9.5159
Weight_SonarBeam_Throttle_47,-2.0097
Weight_SonarBeam_SteerAngle_48,7.6817
Weight_SonarBeam_Throttle_48,-2.1608
Weight_SonarBeam_SteerAngle_49,-9.5943
Weight_SonarBeam_Throttle_49,-3.4557
Weight_SonarBeam_SteerAngle_50,-1.8632
Weight_SonarBeam_Throttle_50,-2.7169
Weight_SonarBeam_SteerAngle_51,-5.3022
Weight_SonarBeam_Throttle_51,-5.429
Weight_SonarBeam_SteerAngle_52,-7.812
Weight_SonarBeam_Throttle_52,6.3179
Weight_SonarBeam_SteerAngle_53,-3.8982
Weight_SonarBeam_Throttle_53,-4.005
Weight_SonarBeam_SteerAngle_54,-9.3999
Weight_SonarBeam_Throttle_54,7.6074
Weight_SonarBeam_SteerAngle_55,-1.1369
Weight_SonarBeam_Throttle_55,6.4261
Weight_SonarBeam_SteerAngle_56,-9.5479
Weight_SonarBeam_Throttle_56,-3.8569
Weight_SonarBeam_SteerAngle_57,4.0472
Weight_SonarBeam_Throttle_57,9.8824
Weight_SonarBeam_SteerAngle_58,-8.7024
Weight_SonarBeam_Throttle_58,9.5822
Weight_SonarBeam_SteerAngle_59,-3.0675
Weight_SonarBeam_Throttle_59,3.7887
Weight_SonarBeam_SteerAngle_60,0.38898
Weight_SonarBeam_Throttle_60,-6.8548
Weight_SonarBeam_SteerAngle_61,-9.1987
Weight_SonarBeam_Throttle_61,-2.8726
Weight_SonarBeam_SteerAngle_62,-1.722
Weight_SonarBeam_Throttle_62,-2.6346
Weight_SonarBeam_SteerAngle_63,-3.9826
Weight_SonarBeam_Throttle_63,-7.53
Weight_SonarBeam_SteerAngle_64,8.6286
Weight_SonarBeam_Throttle_64,-0.41275
Weight_SonarBeam_SteerAngle_65,-3.3313
Weight_SonarBeam_Throttle_65,0.15193
Weight_SonarBeam_SteerAngle_66,6.6882
Weight_SonarBeam_Throttle_66,4.6185
Weight_SonarBeam_SteerAngle_67,8.294
Weight_SonarBeam_Throttle_67,4.4711
Weight_SonarBeam_SteerAngle_68,-0.598
Weight_SonarBeam_Throttle_68,3.4091
Weight_SonarBeam_SteerAngle_69,1.7897
Weight_SonarBeam_Throttle_69,7.3929
Weight_SonarBeam_SteerAngle_70,9.3794
Weight_SonarBeam_Throttle_70,4.9928
Weight_SonarBeam_SteerAngle_71,-0.063132
Weight_SonarBeam_Throttle_71,-5.255
Weight_SonarBeam_SteerAngle_72,-0.38955
Weight_SonarBeam_Throttle_72,-8.0522
Weight_SonarBeam_SteerAngle_73,-7.1477
Weight_SonarBeam_Throttle_73,7.5711
Weight_SonarBeam_SteerAngle_74,-8.5612
Weight_SonarBeam_Throttle_74,-7.9467
Weight_SonarBeam_SteerAngle_75,9.4784
Weight_SonarBeam_Throttle_75,-3.3522
Weight_SonarBeam_SteerAngle_76,-0.69274
Weight_SonarBeam_Throttle_76,-6.4736
Weight_SonarBeam_SteerAngle_77,7.5489
Weight_SonarBeam_Throttle_77,2.3668
Weight_SonarBeam_SteerAngle_78,9.166
Weight_SonarBeam_Throttle_78,-7.4449
Weight_SonarBeam_SteerAngle_79,6.6358
Weight_SonarBeam_Throttle_79,-1.41
Weight_SonarBeam_SteerAngle_80,3.2825
Weight_SonarBeam_Throttle_80,-6.1543
Weight_SonarBeam_SteerAngle_81,-7.8303
Weight_SonarBeam_Throttle_81,-8.6932
Weight_SonarBeam_SteerAngle_82,4.3449
Weight_SonarBeam_Throttle_82,-8.2499
Weight_SonarBeam_SteerAngle_83,7.4819
Weight_SonarBeam_Throttle_83,3.4343
Weight_SonarBeam_SteerAngle_84,-6.0557
Weight_SonarBeam_Throttle_84,-3.3963
Weight_SonarBeam_SteerAngle_85,-9.9357
Weight_SonarBeam_Throttle_85,9.3542
Weight_SonarBeam_SteerAngle_86,-0.86012
Weight_SonarBeam_Throttle_86,2.5774
Weight_SonarBeam_SteerAngle_87,-0.78617
Weight_SonarBeam_Throttle_87,-4.6318
Weight_SonarBeam_SteerAngle_88,-1.609
Weight_SonarBeam_Throttle_88,-5.9207
Weight_SonarBeam_SteerAngle_89,-5.1009
Weight_SonarBeam_Throttle_89,-8.5041
Weight_SonarBeam_SteerAngle_90,-9.8841
Weight_SonarBeam_Throttle_90,-5.4437
Weight_SonarBeam_SteerAngle_91,-4.9037
Weight_SonarBeam_Throttle_91,-5.3236
Weight_SonarBeam_SteerAngle_92,2.6082
Weight_SonarBeam_Throttle_92,9.2916
Weight_SonarBeam_SteerAngle_93,-3.0418
Weight_SonarBeam_Throttle_93,9.1525
Weight_SonarBeam_SteerAngle_94,2.6602
Weight_SonarBeam_Throttle_94,-3.9934
Weight_SonarBeam_SteerAngle_95,-7.0824
Weight_SonarBeam_Throttle_95,-0.32927
Weight_SonarBeam_SteerAngle_96,6.6838
Weight_SonarBeam_Throttle_96,-3.5837
Weight_SonarBeam_SteerAngle_97,-0.79095
Weight_SonarBeam_Throttle_97,1.3105
Weight_SonarBeam_SteerAngle_98,6.392
Weight_SonarBeam_Throttle_98,3.8898
Weight_SonarBeam_SteerAngle_99,-6.8586
Weight_SonarBeam_Throttle_99,2.0968
Weight_SonarBeam_SteerAngle_100,-4.0321
Weight_SonarBeam_Throttle_100,-9.0432
Weight_SonarBeam_SteerAngle_101,2.7004
Weight_SonarBeam_Throttle_101,-6.4074
Weight_SonarBeam_SteerAngle_102,4.675
Weight_SonarBeam_Throttle_102,-1.0921
Weight_SonarBeam_SteerAngle_103,9.1685
Weight_SonarBeam_Throttle_103,2.2389
Weight_SonarBeam_SteerAngle_104,8.489
Weight_SonarBeam_Throttle_104,1.7822
Weight_SonarBeam_SteerAngle_105,-6.2462
Weight_SonarBeam_Throttle_105,-7.6088
Weight_SonarBeam_SteerAngle_106,6.0429
Weight_SonarBeam_Throttle_106,3.7224
Weight_SonarBeam_SteerAngle_107,5.7568
Weight_SonarBeam_Throttle_107,-1.1054
Weight_SonarBeam_SteerAngle_108,-6.9463
Weight_SonarBeam_Throttle_108,7.0225
Weight_SonarBeam_SteerAngle_109,-9.9582
Weight_SonarBeam_Throttle_109,-8.9337
Weight_SonarBeam_SteerAngle_110,-3.4414
Weight_SonarBeam_Throttle_110,5.4683
Weight_SonarBeam_SteerAngle_111,4.276
Weight_SonarBeam_Throttle_111,2.1145
Weight_SonarBeam_SteerAngle_112,-6.9144
Weight_SonarBeam_Throttle_112,-5.1495
Weight_SonarBeam_SteerAngle_113,-1.8828
Weight_SonarBeam_Throttle_113,7.201
Weight_SonarBeam_SteerAngle_114,2.231
Weight_SonarBeam_Throttle_114,9.1362
Weight_SonarBeam_SteerAngle_115,4.2749
Weight_SonarBeam_Throttle_115,8.0408
Weight_SonarBeam_SteerAngle_116,-1.4874
Weight_SonarBeam_Throttle_116,9.7999
Weight_SonarBeam_SteerAngle_117,-1.3675
Weight_SonarBeam_Throttle_117,7.4211
Weight_SonarBeam_SteerAngle_118,2.8496
Weight_SonarBeam_Throttle_118,2.1141
Weight_SonarBeam_SteerAngle_119,-9.4535
Weight_SonarBeam_Throttle_119,-3.2391
Weight_SonarBeam_SteerAngle_120,8.148
Weight_SonarBeam_Throttle_120,1.7706
Weight_SonarBeam_SteerAngle_121,-6.136
Weight_SonarBeam_Throttle_121,-1.0707
Weight_SonarBeam_SteerAngle_122,-4.7222
Weight_SonarBeam_Throttle_122,-5.9337
Weight_SonarBeam_SteerAngle_123,9.2195
Weight_SonarBeam_Throttle_123,8.8885
Weight_SonarBeam_SteerAngle_124,6.9336
Weight_SonarBeam_Throttle_124,6.3161
Weight_SonarBeam_SteerAngle_125,8.4298
Weight_SonarBeam_Throttle_125,-8.8464
Weight_SonarBeam_SteerAngle_126,1.5434
Weight_SonarBeam_Throttle_126,-6.7372
Weight_SonarBeam_SteerAngle_127,9.1569
Weight_SonarBeam_Throttle_127,8.3168
Weight_SonarBeam_SteerAngle_128,-0.84517
Weight_SonarBeam_Throttle_128,8.2367
Weight_SonarBeam_SteerAngle_129,-6.1039
Weight_SonarBeam_Throttle_129,2.4342
Weight_SonarBeam_SteerAngle_130,1.7405
Weight_SonarBeam_Throttle_130,9.2626
Weight_SonarBeam_SteerAngle_131,-3.1673
Weight_SonarBeam_Throttle_131,-6.0701
Weight_SonarBeam_SteerAngle_132,7.7439
Weight_SonarBeam_Throttle_132,-5.4788
Weight_SonarBeam_SteerAngle_133,-4.563
Weight_SonarBeam_Throttle_133,5.2639
Weight_SonarBeam_SteerAngle_134,-8.1796
Weight_SonarBeam_Throttle_134,-6.3384
Weight_SonarBeam_SteerAngle_135,-1.93
Weight_SonarBeam_Throttle_135,1.7785
Weight_SonarBeam_SteerAngle_136,-0.84528
Weight_SonarBeam_Throttle_136,9.7472
Weight_SonarBeam_SteerAngle_137,6.042
Weight_SonarBeam_Throttle_137,-8.914
Weight_SonarBeam_SteerAngle_138,6.9954
Weight_SonarBeam_Throttle_138,-7.0294
Weight_SonarBeam_SteerAngle_139,-2.2255
Weight_SonarBeam_Throttle_139,1.9497
Weight_SonarBeam_SteerAngle_140,-1.3964
Weight_SonarBeam_Throttle_140,-3.5708
Weight_SonarBeam_SteerAngle_141,7.5592
Weight_SonarBeam_Throttle_141,0.6056
Weight_SonarBeam_SteerAngle_142,-4.8718
Weight_SonarBeam_Throttle_142,-7.642
Weight_SonarBeam_SteerAngle_143,-6.4135
Weight_SonarBeam_Throttle_143,-4.7033
Weight_SonarBeam_SteerAngle_144,2.9965
Weight_SonarBeam_Throttle_144,-8.4706
Weight_SonarBeam_SteerAngle_145,5.0343
Weight_SonarBeam_Throttle_145,8.3634
Weight_SonarBeam_SteerAngle_146,9.6783
Weight_SonarBeam_Throttle_146,-2.4972
Weight_SonarBeam_SteerAngle_147,6.0941
Weight_SonarBeam_Throttle_147,-8.6426
Weight_SonarBeam_SteerAngle_148,-2.9291
Weight_SonarBeam_Throttle_148,2.7823
Weight_SonarBeam_SteerAngle_149,6.4918
Weight_SonarBeam_Throttle_149,1.4466
Weight_SonarBeam_SteerAngle_150,1.8947
Weight_SonarBeam_Throttle_150,1.927
Weight_SonarBeam_SteerAngle_151,-4.5231
Weight_SonarBeam_Throttle_151,8.945
Weight_SonarBeam_SteerAngle_152,8.3554
Weight_SonarBeam_Throttle_152,9.7506
Weight_SonarBeam_SteerAngle_153,9.1248
Weight_SonarBeam_Throttle_153,-2.3659
Weight_SonarBeam_SteerAngle_154,-1.1954
Weight_SonarBeam_Throttle_154,7.9059
Weight_SonarBeam_SteerAngle_155,5.6962
Weight_SonarBeam_Throttle_155,-3.0685
Weight_SonarBeam_SteerAngle_156,-1.1849
Weight_SonarBeam_Throttle_156,-4.7532
Weight_SonarBeam_SteerAngle_157,5.9104
Weight_SonarBeam_Throttle_157,-4.0198
Weight_SonarBeam_SteerAngle_158,8.4732
Weight_SonarBeam_Throttle_158,-2.8989
Weight_SonarBeam_SteerAngle_159,4.8787
Weight_SonarBeam_Throttle_159,-9.6712
Weight_SonarBeam_SteerAngle_160,-6.7472
Weight_SonarBeam_Throttle_160,-4.7919
Weight_SonarBeam_SteerAngle_161,-2.5684
Weight_SonarBeam_Throttle_161,0.20959
Weight_SonarBeam_SteerAngle_162,-7.0485
Weight_SonarBeam_Throttle_162,0.81768
Weight_SonarBeam_SteerAngle_163,6.7876
Weight_SonarBeam_Throttle_163,5.01
Weight_SonarBeam_SteerAngle_164,1.2219
Weight_SonarBeam_Throttle_164,5.8107
Weight_SonarBeam_SteerAngle_165,-8.6251
Weight_SonarBeam_Throttle_165,-8.7882
Weight_SonarBeam_SteerAngle_166,5.971
Weight_SonarBeam_Throttle_166,-2.6522
Weight_SonarBeam_SteerAngle_167,9.3806
Weight_SonarBeam_Throttle_167,2.9535
Weight_SonarBeam_SteerAngle_168,2.5938
Weight_SonarBeam_Throttle_168,9.4739
Weight_SonarBeam_SteerAngle_169,8.4751
Weight_SonarBeam_Throttle_169,-3.467
