Name,Value
Weight_SteerAngle_To_Target,0.58094
Weight_Throttle_To_Target,3.1907
Weight_SonarBeam_SteerAngle_0,-0.35207
Weight_SonarBeam_Throttle_0,-3.1138
Weight_SonarBeam_SteerAngle_1,-6.8076
Weight_SonarBeam_Throttle_1,-1.8194
Weight_SonarBeam_SteerAngle_2,3.9326
Weight_SonarBeam_Throttle_2,-7.2951
Weight_SonarBeam_SteerAngle_3,9.298
Weight_SonarBeam_Throttle_3,1.5548
Weight_SonarBeam_SteerAngle_4,-6.9569
Weight_SonarBeam_Throttle_4,-5.1396
Weight_SonarBeam_SteerAngle_5,7.1932
Weight_SonarBeam_Throttle_5,6.0413
Weight_SonarBeam_SteerAngle_6,-7.5094
Weight_SonarBeam_Throttle_6,-4.3043
Weight_SonarBeam_SteerAngle_7,-3.2128
Weight_SonarBeam_Throttle_7,-6.3533
Weight_SonarBeam_SteerAngle_8,6.1416
Weight_SonarBeam_Throttle_8,-7.5577
Weight_SonarBeam_SteerAngle_9,-2.66
Weight_SonarBeam_Throttle_9,3.2735
Weight_SonarBeam_SteerAngle_10,4.0956
Weight_SonarBeam_Throttle_10,-7.645
Weight_SonarBeam_SteerAngle_11,5.2817
Weight_SonarBeam_Throttle_11,6.4483
Weight_SonarBeam_SteerAngle_12,2.135
Weight_SonarBeam_Throttle_12,9.38
Weight_SonarBeam_SteerAngle_13,4.4537
Weight_SonarBeam_Throttle_13,-7.8748
Weight_SonarBeam_SteerAngle_14,-5.5973
Weight_SonarBeam_Throttle_14,0.52178
Weight_SonarBeam_SteerAngle_15,-5.547
Weight_SonarBeam_Throttle_15,-6.9368
Weight_SonarBeam_SteerAngle_16,1.5156
Weight_SonarBeam_Throttle_16,-7.3845
Weight_SonarBeam_SteerAngle_17,3.1821
Weight_SonarBeam_Throttle_17,-4.2081
Weight_SonarBeam_SteerAngle_18,-2.3638
Weight_SonarBeam_Throttle_18,-4.2186
Weight_SonarBeam_SteerAngle_19,3.6208
Weight_SonarBeam_Throttle_19,1.1458
Weight_SonarBeam_SteerAngle_20,7.4132
Weight_SonarBeam_Throttle_20,3.7159
Weight_SonarBeam_SteerAngle_21,-0.98366
Weight_SonarBeam_Throttle_21,6.7062
Weight_SonarBeam_SteerAngle_22,-0.26159
Weight_SonarBeam_Throttle_22,7.8973
Weight_SonarBeam_SteerAngle_23,4.8449
Weight_SonarBeam_Throttle_23,-1.6426
Weight_SonarBeam_SteerAngle_24,-7.8283
Weight_SonarBeam_Throttle_24,3.0764
Weight_SonarBeam_SteerAngle_25,3.9923
Weight_SonarBeam_Throttle_25,8.1721
Weight_SonarBeam_SteerAngle_26,-9.964
Weight_SonarBeam_Throttle_26,1.5081
Weight_SonarBeam_SteerAngle_27,0.88812
Weight_SonarBeam_Throttle_27,5.8709
Weight_SonarBeam_SteerAngle_28,-5.8113
Weight_SonarBeam_Throttle_28,0.3946
Weight_SonarBeam_SteerAngle_29,-6.8894
Weight_SonarBeam_Throttle_29,-6.1475
Weight_SonarBeam_SteerAngle_30,2.972
Weight_SonarBeam_Throttle_30,-5.6915
Weight_SonarBeam_SteerAngle_31,7.7918
Weight_SonarBeam_Throttle_31,-4.8063
Weight_SonarBeam_SteerAngle_32,0.47525
Weight_SonarBeam_Throttle_32,-4.9046
Weight_SonarBeam_SteerAngle_33,4.2692
Weight_SonarBeam_Throttle_33,-2.7531
Weight_SonarBeam_SteerAngle_34,-2.9405
Weight_SonarBeam_Throttle_34,6.0251
Weight_SonarBeam_SteerAngle_35,8.6941
Weight_SonarBeam_Throttle_35,2.4258
Weight_SonarBeam_SteerAngle_36,4.9452
Weight_SonarBeam_Throttle_36,-6.9567
Weight_SonarBeam_SteerAngle_37,-1.0212
Weight_SonarBeam_Throttle_37,-6.8375
Weight_SonarBeam_SteerAngle_38,-3.8047
Weight_SonarBeam_Throttle_38,-7.3846
Weight_SonarBeam_SteerAngle_39,-0.18291
Weight_SonarBeam_Throttle_39,-6.612
Weight_SonarBeam_SteerAngle_40,9.2444
Weight_SonarBeam_Throttle_40,1.2374
Weight_SonarBeam_SteerAngle_41,4.3374
Weight_SonarBeam_Throttle_41,-4.6025
Weight_SonarBeam_SteerAngle_42,-3.2398
Weight_SonarBeam_Throttle_42,-7.5658
Weight_SonarBeam_SteerAngle_43,-2.2452
Weight_SonarBeam_Throttle_43,0.23082
Weight_SonarBeam_SteerAngle_44,4.121
Weight_SonarBeam_Throttle_44,1.5913
Weight_SonarBeam_SteerAngle_45,-6.5323
Weight_SonarBeam_Throttle_45,-5.641
Weight_SonarBeam_SteerAngle_46,7.2321
Weight_SonarBeam_Throttle_46,9.0696
Weight_SonarBeam_SteerAngle_47,7.5872
Weight_SonarBeam_Throttle_47,-9.7667
Weight_SonarBeam_SteerAngle_48,7.8242
Weight_SonarBeam_Throttle_48,4.6031
Weight_SonarBeam_SteerAngle_49,-7.8021
Weight_SonarBeam_Throttle_49,3.9518
Weight_SonarBeam_SteerAngle_50,8.3661
Weight_SonarBeam_Throttle_50,5.4863
Weight_SonarBeam_SteerAngle_51,5.4515
Weight_SonarBeam_Throttle_51,1.2871
Weight_SonarBeam_SteerAngle_52,1.3846
Weight_SonarBeam_Throttle_52,-4.9693
Weight_SonarBeam_SteerAngle_53,6.5052
Weight_SonarBeam_Throttle_53,-4.9927
Weight_SonarBeam_SteerAngle_54,9.3584
Weight_SonarBeam_Throttle_54,8.9488
Weight_SonarBeam_SteerAngle_55,5.1967
Weight_SonarBeam_Throttle_55,2.148
Weight_SonarBeam_SteerAngle_56,-0.66268
Weight_SonarBeam_Throttle_56,6.828
Weight_SonarBeam_SteerAngle_57,-2.8769
Weight_SonarBeam_Throttle_57,-8.1863
Weight_SonarBeam_SteerAngle_58,-4.8686
Weight_SonarBeam_Throttle_58,4.2735
Weight_SonarBeam_SteerAngle_59,-5.4241
Weight_SonarBeam_Throttle_59,-1.5143
Weight_SonarBeam_SteerAngle_60,-6.0569
Weight_SonarBeam_Throttle_60,5.4748
Weight_SonarBeam_SteerAngle_61,-3.9889
Weight_SonarBeam_Throttle_61,-7.9761
Weight_SonarBeam_SteerAngle_62,-0.42542
Weight_SonarBeam_Throttle_62,1.756
Weight_SonarBeam_SteerAngle_63,-2.9806
Weight_SonarBeam_Throttle_63,-4.5184
Weight_SonarBeam_SteerAngle_64,7.1048
Weight_SonarBeam_Throttle_64,1.4972
Weight_SonarBeam_SteerAngle_65,1.0495
Weight_SonarBeam_Throttle_65,-1.283
Weight_SonarBeam_SteerAngle_66,-4.042
Weight_SonarBeam_Throttle_66,-1.4728
Weight_SonarBeam_SteerAngle_67,2.2914
Weight_SonarBeam_Throttle_67,-8.9862
Weight_SonarBeam_SteerAngle_68,-8.6339
Weight_SonarBeam_Throttle_68,9.6289
Weight_SonarBeam_SteerAngle_69,2.1226
Weight_SonarBeam_Throttle_69,-9.5195
Weight_SonarBeam_SteerAngle_70,1.1784
Weight_SonarBeam_Throttle_70,-3.2552
Weight_SonarBeam_SteerAngle_71,0.045722
Weight_SonarBeam_Throttle_71,-6.2047
Weight_SonarBeam_SteerAngle_72,0.29215
Weight_SonarBeam_Throttle_72,-0.94151
Weight_SonarBeam_SteerAngle_73,-3.9235
Weight_SonarBeam_Throttle_73,-5.1726
Weight_SonarBeam_SteerAngle_74,-7.5928
Weight_SonarBeam_Throttle_74,-5.0995
Weight_SonarBeam_SteerAngle_75,-5.9259
Weight_SonarBeam_Throttle_75,5.1471
Weight_SonarBeam_SteerAngle_76,6.7008
Weight_SonarBeam_Throttle_76,2.1043
Weight_SonarBeam_SteerAngle_77,-5.1708
Weight_SonarBeam_Throttle_77,-3.2143
Weight_SonarBeam_SteerAngle_78,6.8831
Weight_SonarBeam_Throttle_78,-6.9304
Weight_SonarBeam_SteerAngle_79,5.0646
Weight_SonarBeam_Throttle_79,1.0069
Weight_SonarBeam_SteerAngle_80,-6.1167
Weight_SonarBeam_Throttle_80,-4.268
Weight_SonarBeam_SteerAngle_81,-8.8278
Weight_SonarBeam_Throttle_81,8.1305
Weight_SonarBeam_SteerAngle_82,4.8573
Weight_SonarBeam_Throttle_82,-5.234
Weight_SonarBeam_SteerAngle_83,7.8943
Weight_SonarBeam_Throttle_83,-6.3898
Weight_SonarBeam_SteerAngle_84,5.9121
Weight_SonarBeam_Throttle_84,3.2551
Weight_SonarBeam_SteerAngle_85,7.8536
Weight_SonarBeam_Throttle_85,-7.0692
Weight_SonarBeam_SteerAngle_86,-7.3014
Weight_SonarBeam_Throttle_86,4.0044
Weight_SonarBeam_SteerAngle_87,1.0402
Weight_SonarBeam_Throttle_87,1.9036
Weight_SonarBeam_SteerAngle_88,4.1111
Weight_SonarBeam_Throttle_88,-5.0751
Weight_SonarBeam_SteerAngle_89,0.12193
Weight_SonarBeam_Throttle_89,8.4958
Weight_SonarBeam_SteerAngle_90,-2.6514
Weight_SonarBeam_Throttle_90,-7.8659
Weight_SonarBeam_SteerAngle_91,7.6207
Weight_SonarBeam_Throttle_91,0.32809
Weight_SonarBeam_SteerAngle_92,-6.2233
Weight_SonarBeam_Throttle_92,-5.7194
Weight_SonarBeam_SteerAngle_93,1.8272
Weight_SonarBeam_Throttle_93,-9.3516
Weight_SonarBeam_SteerAngle_94,3.0042
Weight_SonarBeam_Throttle_94,8.75
Weight_SonarBeam_SteerAngle_95,6.4303
Weight_SonarBeam_Throttle_95,8.3112
Weight_SonarBeam_SteerAngle_96,5.3675
Weight_SonarBeam_Throttle_96,-5.2166
Weight_SonarBeam_SteerAngle_97,-6.5887
Weight_SonarBeam_Throttle_97,7.5549
Weight_SonarBeam_SteerAngle_98,0.86385
Weight_SonarBeam_Throttle_98,9.0484
Weight_SonarBeam_SteerAngle_99,0.91741
Weight_SonarBeam_Throttle_99,8.6
Weight_SonarBeam_SteerAngle_100,3.9169
Weight_SonarBeam_Throttle_100,-8.8128
Weight_SonarBeam_SteerAngle_101,-7.1838
Weight_SonarBeam_Throttle_101,1.1811
Weight_SonarBeam_SteerAngle_102,7.1629
Weight_SonarBeam_Throttle_102,-8.8731
Weight_SonarBeam_SteerAngle_103,-2.0906
