Name,Value
Weight_SteerAngle_To_Target,-3.4511
Weight_Throttle_To_Target,7.4049
Weight_SonarBeam_SteerAngle_0,-1.3539
Weight_SonarBeam_Throttle_0,2.047
Weight_SonarBeam_SteerAngle_1,-1.3662
Weight_SonarBeam_Throttle_1,-4.3483
Weight_SonarBeam_SteerAngle_2,-8.219
Weight_SonarBeam_Throttle_2,3.3578
Weight_SonarBeam_SteerAngle_3,9.148
Weight_SonarBeam_Throttle_3,-2.2069
Weight_SonarBeam_SteerAngle_4,0.76837
Weight_SonarBeam_Throttle_4,-4.4156
Weight_SonarBeam_SteerAngle_5,9.6135
Weight_SonarBeam_Throttle_5,2.1893
Weight_SonarBeam_SteerAngle_6,0.5594
Weight_SonarBeam_Throttle_6,-9.3744
Weight_SonarBeam_SteerAngle_7,-9.1325
Weight_SonarBeam_Throttle_7,-2.0003
Weight_SonarBeam_SteerAngle_8,4.2057
Weight_SonarBeam_Throttle_8,2.2711
Weight_SonarBeam_SteerAngle_9,0.19865
Weight_SonarBeam_Throttle_9,-9.7304
Weight_SonarBeam_SteerAngle_10,7.8535
Weight_SonarBeam_Throttle_10,2.1165
Weight_SonarBeam_SteerAngle_11,9.0821
Weight_SonarBeam_Throttle_11,7.8452
Weight_SonarBeam_SteerAngle_12,-4.8367
Weight_SonarBeam_Throttle_12,9.5714
Weight_SonarBeam_SteerAngle_13,-9.7955
Weight_SonarBeam_Throttle_13,8.6209
Weight_SonarBeam_SteerAngle_14,2.653
Weight_SonarBeam_Throttle_14,-0.85229
Weight_SonarBeam_SteerAngle_15,9.4032
Weight_SonarBeam_Throttle_15,-3.4065
Weight_SonarBeam_SteerAngle_16,2.8787
Weight_SonarBeam_Throttle_16,6.9598
Weight_SonarBeam_SteerAngle_17,3.2834
Weight_SonarBeam_Throttle_17,9.1489
Weight_SonarBeam_SteerAngle_18,4.5955
Weight_SonarBeam_Throttle_18,-1.8136
Weight_SonarBeam_SteerAngle_19,-2.1984
Weight_SonarBeam_Throttle_19,-5.144
Weight_SonarBeam_SteerAngle_20,-1.5485
