Name,Value
Weight_SteerAngle_To_Target,5.287
Weight_Throttle_To_Target,6.5438
Weight_SonarBeam_SteerAngle_0,9.7526
Weight_SonarBeam_Throttle_0,-8.487
Weight_SonarBeam_SteerAngle_1,-2.5981
Weight_SonarBeam_Throttle_1,5.7771
Weight_SonarBeam_SteerAngle_2,-6.8519
Weight_SonarBeam_Throttle_2,1.485
Weight_SonarBeam_SteerAngle_3,-4.0555
Weight_SonarBeam_Throttle_3,7.5377
Weight_SonarBeam_SteerAngle_4,7.0076
Weight_SonarBeam_Throttle_4,-5.0387
Weight_SonarBeam_SteerAngle_5,7.8198
Weight_SonarBeam_Throttle_5,9.6312
Weight_SonarBeam_SteerAngle_6,-9.6383
Weight_SonarBeam_Throttle_6,6.584
Weight_SonarBeam_SteerAngle_7,-5.4507
Weight_SonarBeam_Throttle_7,-2.5576
Weight_SonarBeam_SteerAngle_8,7.3268
Weight_SonarBeam_Throttle_8,6.6749
Weight_SonarBeam_SteerAngle_9,9.6387
Weight_SonarBeam_Throttle_9,-6.8984
Weight_SonarBeam_SteerAngle_10,8.4724
Weight_SonarBeam_Throttle_10,-2.1819
Weight_SonarBeam_SteerAngle_11,4.3433
Weight_SonarBeam_Throttle_11,5.7932
Weight_SonarBeam_SteerAngle_12,-4.6834
Weight_SonarBeam_Throttle_12,-1.817
Weight_SonarBeam_SteerAngle_13,-3.6056
Weight_SonarBeam_Throttle_13,-5.9258
Weight_SonarBeam_SteerAngle_14,-2.242
Weight_SonarBeam_Throttle_14,0.43426
Weight_SonarBeam_SteerAngle_15,9.4544
Weight_SonarBeam_Throttle_15,8.1447
Weight_SonarBeam_SteerAngle_16,6.1633
Weight_SonarBeam_Throttle_16,3.4864
Weight_SonarBeam_SteerAngle_17,-5.6867
Weight_SonarBeam_Throttle_17,1.2648
Weight_SonarBeam_SteerAngle_18,-5.5385
Weight_SonarBeam_Throttle_18,-0.71286
Weight_SonarBeam_SteerAngle_19,-7.7159
Weight_SonarBeam_Throttle_19,-4.122
Weight_SonarBeam_SteerAngle_20,-2.7533
Weight_SonarBeam_Throttle_20,-1.2549
Weight_SonarBeam_SteerAngle_21,-0.23227
Weight_SonarBeam_Throttle_21,-0.61158
Weight_SonarBeam_SteerAngle_22,7.0812
Weight_SonarBeam_Throttle_22,-6.251
Weight_SonarBeam_SteerAngle_23,-3.7684
Weight_SonarBeam_Throttle_23,5.6693
Weight_SonarBeam_SteerAngle_24,-0.70458
Weight_SonarBeam_Throttle_24,-6.2884
Weight_SonarBeam_SteerAngle_25,-7.5749
Weight_SonarBeam_Throttle_25,0.25067
Weight_SonarBeam_SteerAngle_26,4.3714
Weight_SonarBeam_Throttle_26,-8.0835
Weight_SonarBeam_SteerAngle_27,5.4653
Weight_SonarBeam_Throttle_27,-5.8264
Weight_SonarBeam_SteerAngle_28,0.54937
Weight_SonarBeam_Throttle_28,-7.104
Weight_SonarBeam_SteerAngle_29,-1.3331
Weight_SonarBeam_Throttle_29,-6.6121
Weight_SonarBeam_SteerAngle_30,5.4335
Weight_SonarBeam_Throttle_30,-5.5123
Weight_SonarBeam_SteerAngle_31,-2.2293
Weight_SonarBeam_Throttle_31,-1.4791
